	OM1	OM2	OM3	OM4	OM5	OM6	YM1	YM2	YM4	YM5	YM6	YM7
ENSMUSG00000022800	105.91	76.95	53.06	69.04	79.70	40.78	0.00	12.37	33.28	13.40	0.00	8.30
ENSMUSG00000075302	0.00	0.00	0.11	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000074580	5.58	2.80	1.69	7.09	2.65	3.56	5.94	5.36	2.56	5.99	5.09	2.33
ENSMUSG00000054716	7.69	16.95	43.80	10.26	7.27	21.41	0.00	0.00	0.00	0.00	0.00	0.17
ENSMUSG00000094190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087541	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000045275	3.88	0.54	0.96	0.60	1.88	0.00	4.11	1.92	3.04	1.28	0.00	2.49
ENSMUSG00000002058	11.90	11.10	13.82	5.80	11.57	42.00	2.91	0.00	2.21	2.76	0.00	2.03
ENSMUSG00000103340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107534	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086594	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025892	8.30	0.58	0.00	4.41	2.03	4.09	11.92	4.81	1.25	4.71	2.81	4.23
ENSMUSG00000094285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000098505	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000038013	0.24	1.00	0.44	0.00	0.85	0.27	1.51	0.05	1.63	0.12	0.00	0.42
ENSMUSG00000085956	2.17	5.15	0.00	6.11	6.48	0.00	0.00	6.10	6.88	17.85	0.00	8.03
ENSMUSG00000077392	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088553	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000094344	4.39	0.00	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000007812	127.88	127.49	29.61	187.04	172.88	73.23	192.54	177.70	75.99	136.84	191.75	148.25
ENSMUSG00000039646	0.45	10.13	69.83	3.46	3.63	25.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029675	0.00	0.00	0.00	0.37	0.00	0.00	0.60	0.13	0.00	0.00	0.00	0.26
ENSMUSG00000062751	0.00	0.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	1.02	0.00	0.00
ENSMUSG00000028634	5.50	3.23	0.00	17.49	2.84	6.38	5.64	6.08	4.62	8.57	0.76	8.18
ENSMUSG00000048520	0.00	0.37	0.00	0.20	0.46	0.00	0.00	0.00	0.30	0.00	0.00	0.43
ENSMUSG00000100006	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000049217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085731	0.00	0.00	0.00	0.81	0.00	0.00	0.23	0.17	0.00	0.00	0.00	0.00
ENSMUSG00000042507	0.00	0.00	0.12	0.34	0.03	0.00	0.46	4.15	5.29	1.63	1.45	1.62
ENSMUSG00000105744	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030922	8.99	7.26	14.38	4.95	2.70	0.51	13.60	1.67	0.00	0.82	0.74	2.19
ENSMUSG00000044783	21.75	9.26	54.22	16.92	26.27	17.47	4.81	72.40	54.53	70.26	27.15	52.44
ENSMUSG00000094916	0.00	3.48	1.25	1.43	0.00	14.42	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000019848	3.86	0.97	0.00	0.33	1.32	0.00	0.00	0.00	0.00	0.18	0.00	0.00
ENSMUSG00000024598	0.04	0.15	0.00	0.06	0.00	0.00	0.86	0.75	0.64	0.22	0.80	0.52
ENSMUSG00000104085	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025959	26.87	35.15	8.74	52.31	37.69	17.72	92.95	83.53	136.29	84.05	84.80	144.78
ENSMUSG00000090206	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	1.02
ENSMUSG00000053646	0.60	0.00	0.00	0.34	0.27	0.83	1.14	0.38	2.99	1.07	1.00	0.53
ENSMUSG00000102241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000098820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.09
ENSMUSG00000091694	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026171	43.64	143.64	62.73	183.63	79.36	20.70	166.80	121.80	102.00	138.27	23.94	117.04
ENSMUSG00000082234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000024197	23.98	83.02	82.99	87.36	66.95	58.21	6.74	96.47	86.11	88.42	18.45	95.21
ENSMUSG00000024979	2.01	1.28	0.00	0.68	0.71	0.00	0.00	0.58	2.08	0.00	7.24	0.91
ENSMUSG00000092807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095610	0.00	0.00	0.00	0.00	0.00	8.41	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021745	9.97	1.36	4.09	3.81	5.39	10.17	12.67	9.01	9.19	14.59	15.01	14.12
ENSMUSG00000031776	5.01	14.70	10.76	6.13	3.21	12.01	3.61	12.07	2.27	0.93	18.14	1.08
ENSMUSG00000011463	7.28	4.49	0.00	12.00	7.31	0.00	3.21	5.81	5.74	3.18	0.00	5.28
ENSMUSG00000056858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081928	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029862	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089942	0.13	0.00	0.00	0.17	0.00	0.00	0.00	0.18	0.00	0.00	0.09	0.00
ENSMUSG00000104373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037434	3.74	0.52	0.31	2.42	1.76	0.00	0.00	2.69	2.82	2.92	0.00	2.61
ENSMUSG00000036833	0.24	2.15	2.85	1.60	0.30	8.59	0.00	2.41	5.11	0.00	0.00	2.96
ENSMUSG00000020514	81.86	135.32	136.23	74.22	147.23	104.48	0.00	36.06	30.21	15.89	0.00	30.55
ENSMUSG00000044475	5.84	12.43	39.41	5.27	12.51	24.81	13.45	0.89	0.28	4.37	1.59	2.83
ENSMUSG00000081154	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064043	0.69	0.48	2.64	0.00	0.56	2.69	0.61	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081738	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.90	0.00	0.00	0.00	0.00
ENSMUSG00000007036	23.73	168.83	39.80	260.62	174.67	23.39	12.83	189.16	54.55	156.08	17.31	181.83
ENSMUSG00000094753	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105353	8.44	0.00	1.78	1.69	2.25	2.98	3.04	11.31	4.36	4.20	0.00	12.93
ENSMUSG00000022388	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000018973	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33
ENSMUSG00000045455	0.00	0.00	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000080626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000073291	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000090191	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000059229	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096335	0.00	3.48	1.25	1.43	0.00	14.42	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029423	1.90	1.33	0.00	2.05	0.89	0.00	2.62	10.06	12.86	5.80	1.86	5.94
ENSMUSG00000068289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000075155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000040740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092083	0.00	0.42	0.00	0.10	0.00	0.00	0.54	0.25	0.14	0.75	0.00	1.10
ENSMUSG00000086064	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000018740	0.79	2.14	8.43	2.35	8.69	0.00	0.00	2.71	0.22	3.21	0.00	3.66
ENSMUSG00000095940	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000070337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000043633	4.19	2.00	0.85	2.25	1.61	1.94	1.27	2.35	3.15	2.86	0.11	3.90
ENSMUSG00000025478	0.00	0.07	0.00	0.35	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099728	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000019189	8.70	4.02	16.95	5.72	5.60	8.96	7.73	3.71	5.59	8.19	17.22	8.03
ENSMUSG00000002103	8.49	6.38	23.97	2.77	6.43	11.39	0.36	0.24	1.23	0.29	0.00	0.09
ENSMUSG00000092522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079036	14.12	10.71	18.82	2.53	6.05	11.29	11.80	6.01	6.06	6.22	11.94	2.03
ENSMUSG00000108787	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022131	41.21	116.63	19.21	148.48	101.03	9.43	6.42	80.60	26.25	57.66	10.02	83.74
ENSMUSG00000097520	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000077653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000068638	13.27	4.71	2.42	3.86	4.45	67.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021226	35.73	5.85	4.87	2.35	6.05	3.37	2.58	4.88	2.82	1.44	0.00	3.77
ENSMUSG00000053916	0.00	6.95	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000039285	16.26	14.16	22.07	5.62	3.26	47.73	4.94	5.71	11.20	8.82	7.84	2.59
ENSMUSG00000087022	0.80	1.86	0.00	1.87	2.14	0.00	1.77	0.12	0.39	2.53	0.82	0.39
ENSMUSG00000105539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082020	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037797	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000005362	36.52	20.11	35.66	18.30	25.01	21.39	28.47	16.11	7.68	14.09	17.27	21.44
ENSMUSG00000034239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022113	0.00	0.00	0.00	0.00	3.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102755	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000058101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086509	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000091742	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025482	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23
ENSMUSG00000089612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086043	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083776	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099938	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000632	0.00	0.00	1.55	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000014496	1.25	0.35	1.72	1.02	3.17	0.37	0.76	5.67	5.39	5.34	12.51	2.62
ENSMUSG00000066705	4.07	7.86	0.00	6.96	12.70	0.00	0.00	1.92	0.89	0.00	15.04	2.25
ENSMUSG00000020659	8.02	15.78	10.91	10.39	11.59	6.18	10.45	11.31	11.61	13.22	5.36	9.54
ENSMUSG00000070856	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000041794	0.76	0.00	0.56	0.03	2.35	0.00	6.49	2.92	1.96	0.00	0.00	0.09
ENSMUSG00000059479	0.03	0.85	0.24	0.24	0.00	0.15	0.27	0.03	0.00	0.00	0.00	0.17
ENSMUSG00000083445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029273	0.00	0.24	0.00	0.00	0.00	0.00	7.90	0.00	0.79	0.00	6.28	1.22
ENSMUSG00000013155	3.45	2.54	11.27	0.00	1.89	6.22	0.00	0.91	0.00	0.55	0.00	0.20
ENSMUSG00000084971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000108218	0.12	0.00	0.00	0.15	0.29	0.00	0.33	0.06	0.00	0.11	0.93	0.84
ENSMUSG00000106706	6.11	0.42	0.00	0.26	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103998	30.29	23.85	1.52	45.69	19.29	78.68	156.42	80.97	110.71	102.48	440.07	61.57
ENSMUSG00000062931	19.59	8.99	7.10	4.83	3.63	3.69	5.19	2.96	5.56	6.77	0.00	7.08
ENSMUSG00000108702	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19
ENSMUSG00000002028	1.57	0.91	2.78	0.08	0.62	1.38	0.00	0.00	0.00	0.00	0.29	0.00
ENSMUSG00000094683	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00
ENSMUSG00000094200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000098580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000054099	2.84	1.37	3.30	10.18	1.94	5.66	0.93	2.39	1.65	1.33	2.02	3.94
ENSMUSG00000029063	36.42	29.47	49.72	60.71	39.30	19.33	11.88	76.35	52.97	59.34	34.31	52.19
ENSMUSG00000107727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085951	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000078190	0.02	0.20	0.96	0.13	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000005417	23.80	26.69	42.11	7.83	14.86	36.92	8.76	24.85	37.53	37.24	114.53	22.17
ENSMUSG00000100001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086997	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086179	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103579	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000058571	0.03	0.00	0.36	0.00	0.01	0.00	0.00	0.00	0.04	0.00	0.00	0.00
ENSMUSG00000054733	0.71	12.34	15.62	2.76	4.92	31.16	27.73	5.79	4.46	2.09	6.93	1.64
ENSMUSG00000028857	9.64	48.19	42.82	25.30	29.86	50.20	41.97	15.55	15.21	13.92	25.91	9.93
ENSMUSG00000034758	131.69	404.82	51.45	403.58	692.07	73.05	10.83	205.65	269.37	224.04	31.28	198.25
ENSMUSG00000074505	0.00	0.00	0.00	0.00	0.07	0.00	0.27	0.02	0.06	0.14	1.03	0.45
ENSMUSG00000022885	46.66	6.68	19.65	14.12	13.17	39.16	3.51	41.50	48.23	68.64	21.29	23.38
ENSMUSG00000070821	0.00	0.00	0.00	0.00	1.25	0.00	3.50	0.00	0.00	0.00	0.00	1.17
ENSMUSG00000107937	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000052414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88
ENSMUSG00000042298	6.62	0.16	0.88	1.15	1.27	0.80	0.00	1.56	9.88	2.97	1.05	7.85
ENSMUSG00000103204	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000041912	8.76	9.33	0.00	30.27	12.98	9.77	115.62	15.11	18.73	30.03	26.29	21.92
ENSMUSG00000029044	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096838	7.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085926	0.97	1.08	0.00	0.30	1.36	0.00	2.23	0.67	0.99	0.41	4.04	2.75
ENSMUSG00000080781	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088523	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000035778	12.37	4.02	0.00	22.52	18.79	2.64	4.77	64.57	56.59	62.53	15.11	33.22
ENSMUSG00000031980	1.13	19.71	6.12	3.99	0.64	0.00	0.00	1.90	0.21	0.51	0.00	1.99
ENSMUSG00000043314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000050425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048550	5.50	7.15	16.00	4.79	2.39	5.30	0.33	3.61	5.81	8.46	0.00	3.92
ENSMUSG00000082139	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000003161	144.04	101.59	161.54	30.78	87.95	195.23	39.11	5.16	0.78	12.81	6.86	10.78
ENSMUSG00000071040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102685	0.36	0.00	0.00	0.00	0.28	0.21	0.31	0.06	0.00	0.44	0.44	0.00
ENSMUSG00000039911	16.25	20.16	87.43	3.19	12.94	86.30	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102410	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087462	0.07	1.27	0.00	0.82	0.84	0.74	3.71	0.63	0.48	0.26	1.44	0.87
ENSMUSG00000064179	1.09	5.92	7.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.27	0.00
ENSMUSG00000082460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000076709	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000032262	0.00	0.44	1.67	0.09	0.00	0.07	0.00	0.85	0.00	0.00	0.00	0.00
ENSMUSG00000072618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037260	3.72	12.90	17.94	7.50	16.23	32.06	0.00	0.90	2.12	0.12	0.00	1.43
ENSMUSG00000099368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048490	8.01	6.50	4.90	1.74	6.46	5.04	3.14	4.01	2.25	3.48	2.51	3.68
ENSMUSG00000088115	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021476	7.44	4.41	5.69	4.22	1.14	4.40	0.26	0.40	0.89	0.36	1.45	0.53
ENSMUSG00000031445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100859	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081259	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087823	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088846	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000015291	15.12	10.69	56.49	5.99	15.59	15.12	11.96	3.56	5.26	5.11	4.05	3.39
ENSMUSG00000073830	0.00	0.35	0.00	0.49	0.00	0.00	0.00	1.77	1.01	0.00	0.00	1.04
ENSMUSG00000068184	190.17	159.57	58.01	208.52	194.41	20.04	27.78	144.48	215.28	161.62	6.39	178.85
ENSMUSG00000091419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025228	11.99	13.96	32.30	23.13	15.04	24.23	53.92	33.26	40.33	34.11	35.84	17.74
ENSMUSG00000108657	2.49	4.40	0.00	0.00	5.07	0.00	0.00	0.00	1.84	2.59	0.00	0.74
ENSMUSG00000093923	0.00	1.79	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.33
ENSMUSG00000037070	7.25	38.51	59.70	10.46	11.11	36.21	1.91	2.15	0.70	6.65	0.00	5.12
ENSMUSG00000086842	10.36	25.02	0.00	26.86	26.00	11.09	75.05	127.33	57.86	66.19	92.62	66.82
ENSMUSG00000092878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025544	147.94	238.49	104.09	353.29	327.21	79.09	8.85	396.15	209.65	258.13	2.76	189.92
ENSMUSG00000067229	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000077783	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
